INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP,
OPTSTK,DRREDDY,29-Oct-2015,3650,PE,0,0,0,128.2,42.15,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,3700,PE,0,0,0,145.45,50.9,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,3750,PE,0,0,0,164.1,60.9,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,3800,PE,0,0,0,184.15,72.25,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,3850,PE,0,0,0,205.7,85.15,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,3900,PE,0,0,0,228.65,99.2,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,3950,PE,0,0,0,253,115.05,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4000,PE,0,0,0,278.8,132.45,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4050,PE,0,0,0,305.95,151.55,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4100,PE,0,0,0,334.5,172.25,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4150,PE,0,0,0,364.3,194.65,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4200,PE,0,0,0,395.45,218.65,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4250,PE,0,0,0,427.8,244.35,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4300,PE,0,0,0,461.35,271.65,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4350,PE,0,0,0,496,300.55,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4400,PE,0,0,0,531.75,331,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4450,PE,0,0,0,568.75,362.9,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4500,PE,0,0,0,606.55,396.25,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4550,PE,0,0,0,645.3,430.95,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4600,PE,0,0,0,684.7,466.95,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4650,PE,0,0,0,725.05,504.35,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4700,PE,0,0,0,766.15,542.75,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4750,PE,0,0,0,807.95,582,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,29-Oct-2015,4800,PE,0,0,0,850.4,622.4,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3150,CE,0,0,0,1053.6,1100.55,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3200,CE,0,0,0,1007.75,1054.05,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3250,CE,0,0,0,962.45,1008.05,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3300,CE,0,0,0,917.8,962.6,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3350,CE,0,0,0,873.9,917.85,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3400,CE,0,0,0,830.75,873.8,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3450,CE,0,0,0,788.5,830.5,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3500,CE,0,0,0,747.15,788.05,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3550,CE,0,0,0,706.85,746.6,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3600,CE,0,0,0,667.55,706.05,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3650,CE,0,0,0,629.4,666.6,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3700,CE,0,0,0,592.55,628.25,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3750,CE,0,0,0,556.7,591.25,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3800,CE,0,0,0,522.15,555.25,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3850,CE,0,0,0,488.75,520.55,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3900,CE,0,0,0,456.9,487,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3950,CE,0,0,0,426.35,454.95,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4000,CE,0,0,0,397.15,424.25,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4050,CE,0,0,0,369.3,394.9,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4100,CE,0,0,0,342.85,367,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4150,CE,0,0,0,317.7,340.4,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4200,CE,0,0,0,293.95,315.2,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4250,CE,0,0,0,271.5,291.35,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4300,CE,0,0,0,250.35,268.85,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4350,CE,0,0,0,230.5,247.65,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4400,CE,0,0,0,211.85,227.75,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4450,CE,0,0,0,194.4,209.1,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4500,CE,0,0,0,178.1,191.65,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4550,CE,0,0,0,162.95,175.35,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4600,CE,0,0,0,148.85,160.2,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4650,CE,0,0,0,135.75,146.15,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4700,CE,0,0,0,123.85,133.1,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4750,CE,0,0,0,112.65,121.25,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4800,CE,0,0,0,102.35,110.15,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3150,PE,0,0,0,12.85,9.7,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3200,PE,0,0,0,16,12.25,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3250,PE,0,0,0,19.75,15.3,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3300,PE,0,0,0,24.15,18.95,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3350,PE,0,0,0,29.25,23.2,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3400,PE,0,0,0,35.2,28.2,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3450,PE,0,0,0,41.95,33.95,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3500,PE,0,0,0,49.65,40.55,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3550,PE,0,0,0,58.35,48.1,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3600,PE,0,0,0,68.1,56.65,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3650,PE,0,0,0,79,66.25,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3700,PE,0,0,0,91.15,76.95,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3750,PE,0,0,0,104.4,88.95,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3800,PE,0,0,0,118.85,102.05,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3850,PE,0,0,0,134.5,116.35,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3900,PE,0,0,0,151.65,131.85,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,3950,PE,0,0,0,170.15,148.85,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4000,PE,0,0,0,190,167.2,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4050,PE,0,0,0,211.2,186.9,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4100,PE,0,0,0,233.8,208.05,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4150,PE,0,0,0,257.7,230.5,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4200,PE,0,0,0,282.95,254.35,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4250,PE,0,0,0,309.55,279.55,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4300,PE,0,0,0,337.45,306.1,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4350,PE,0,0,0,366.6,333.95,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4400,PE,0,0,0,397,363.1,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4450,PE,0,0,0,428.6,393.45,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4500,PE,0,0,0,461.35,425.05,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4550,PE,0,0,0,495.2,457.85,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4600,PE,0,0,0,530.15,491.75,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4650,PE,0,0,0,566.1,526.7,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4700,PE,0,0,0,603.2,562.7,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4750,PE,0,0,0,641.1,599.9,0,0,0,0,28-AUG-2015,
OPTSTK,DRREDDY,26-Nov-2015,4800,PE,0,0,0,679.85,637.85,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18050,CE,0,0,0,1809.95,1590.6,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18100,CE,0,0,0,1778.6,1560,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18150,CE,0,0,0,1747.6,1529.8,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18200,CE,0,0,0,1716.95,1499.9,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18250,CE,0,0,0,1868.85,1470.45,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18300,CE,0,0,0,2299.65,1441.3,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18350,CE,0,0,0,2270.4,1412.6,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18400,CE,0,0,0,2241.45,1384.25,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18450,CE,0,0,0,2212.7,1356.25,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18500,CE,879.15,879.15,879.15,879.15,879.15,1,24.22,125,125,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18550,CE,0,0,0,2393.9,1301.45,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18600,CE,0,0,0,2365.6,1274.6,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18650,CE,0,0,0,2337.55,1248.15,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18700,CE,0,0,0,2309.7,1222.05,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18750,CE,0,0,0,2282.1,1196.35,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18800,CE,0,0,0,2254.75,1171,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18850,CE,0,0,0,2227.6,1145.95,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18900,CE,0,0,0,2200.65,1121.35,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18950,CE,0,0,0,2174,1097.15,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19000,CE,790,794,600,712.95,712.95,25,616.14,5250,1125,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19050,CE,0,0,0,2121.35,1049.85,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19100,CE,0,0,0,2095.35,1026.75,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19150,CE,0,0,0,2069.6,1004,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19200,CE,0,0,0,2044.05,981.6,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19250,CE,0,0,0,2018.8,959.6,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19300,CE,0,0,0,1993.7,937.95,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19350,CE,0,0,0,1968.9,916.7,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19400,CE,0,0,0,1944.2,895.75,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19450,CE,0,0,0,1919.8,875.2,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19500,CE,565,565,410,513.15,513.15,38,950.04,2250,1375,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19550,CE,0,0,0,1871.7,835.1,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19600,CE,0,0,0,1848,815.55,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19650,CE,0,0,0,1824.55,796.4,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19700,CE,0,0,0,1801.3,777.55,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19750,CE,0,0,0,1778.25,759.05,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19800,CE,0,0,0,1755.45,740.9,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19850,CE,0,0,0,1732.85,723.1,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19900,CE,0,0,0,1710.5,705.6,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19950,CE,0,0,0,1688.35,688.45,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20000,CE,370,400,262,338.1,338.1,122,3102.6,10625,2625,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20050,CE,0,0,0,1644.7,655.1,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20100,CE,0,0,0,1623.2,638.9,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20150,CE,0,0,0,1601.95,623.05,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20200,CE,0,0,0,1580.9,607.45,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20250,CE,0,0,0,1560.05,592.2,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20300,CE,0,0,0,1539.4,577.25,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20350,CE,0,0,0,1519,562.6,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20400,CE,0,0,0,1498.8,548.25,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20450,CE,0,0,0,1478.8,534.2,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20500,CE,300,300,180,218.4,218.4,49,1269.88,2875,1750,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20550,CE,0,0,0,1393.8,506.95,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20600,CE,0,0,0,1305.6,493.75,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20650,CE,0,0,0,1764.8,480.85,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20700,CE,0,0,0,1742.05,469.05,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20750,CE,0,0,0,1719.55,456.75,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20800,CE,0,0,0,1697.25,444.7,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20850,CE,0,0,0,1675.15,432.9,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20900,CE,0,0,0,1653.3,421.4,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20950,CE,0,0,0,1631.65,410.1,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21000,CE,199,199,111,145.4,145.4,105,2775.89,13375,3500,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21050,CE,0,0,0,1589,388.35,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21100,CE,0,0,0,1568,377.05,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21150,CE,0,0,0,1547.2,366.75,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21200,CE,0,0,0,1526.65,356.65,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21250,CE,0,0,0,1506.3,346.8,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21300,CE,0,0,0,1486.15,337.2,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21350,CE,0,0,0,1466.2,327.8,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21400,CE,0,0,0,2039.25,318.6,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21450,CE,0,0,0,2016,309.65,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21500,CE,110,126.95,80,94.45,94.45,38,1026.11,5000,3125,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21550,CE,0,0,0,1970.1,292.4,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21600,CE,0,0,0,1947.45,284.05,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21650,CE,0,0,0,1925,275.9,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21700,CE,0,0,0,1902.75,268,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21750,CE,0,0,0,1880.7,260.25,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21800,CE,0,0,0,1858.85,252.75,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,21850,CE,0,0,0,1837.2,245.4,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18050,PE,0,0,0,614.85,620.05,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18100,PE,0,0,0,632.9,639.15,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18150,PE,0,0,0,651.3,658.65,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18200,PE,0,0,0,670,678.5,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18250,PE,0,0,0,649.4,698.75,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18300,PE,0,0,0,945.9,719.35,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18350,PE,0,0,0,965.7,740.35,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18400,PE,0,0,0,985.75,761.7,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18450,PE,0,0,0,1006.05,783.45,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18500,PE,430,685,390,528.8,528.8,36,856.25,2875,1625,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18550,PE,0,0,0,1089.35,828.05,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18600,PE,0,0,0,1110.05,850.95,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18650,PE,0,0,0,1131,874.2,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18700,PE,0,0,0,1152.15,897.8,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18750,PE,0,0,0,1173.55,921.8,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18800,PE,0,0,0,1195.2,946.2,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18850,PE,0,0,0,1217.05,970.9,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18900,PE,0,0,0,1239.15,996,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,18950,PE,0,0,0,1261.45,1021.5,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19000,PE,630,900,585,722.85,722.85,17,418.51,4375,625,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19050,PE,0,0,0,1306.8,1073.65,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19100,PE,0,0,0,1329.8,1100.25,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19150,PE,0,0,0,1353.05,1127.25,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19200,PE,0,0,0,1376.55,1154.6,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19250,PE,0,0,0,1400.25,1182.3,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19300,PE,0,0,0,1424.15,1210.4,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19350,PE,0,0,0,1448.35,1238.8,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19400,PE,0,0,0,1472.65,1267.6,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19450,PE,0,0,0,1497.25,1296.75,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19500,PE,0,0,0,948.3,1326.25,0,0,1375,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19550,PE,0,0,0,1547.2,1356.1,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19600,PE,0,0,0,1572.5,1386.3,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19650,PE,0,0,0,1598,1416.85,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19700,PE,0,0,0,1623.75,1447.75,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19750,PE,0,0,0,1649.7,1478.95,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19800,PE,0,0,0,1675.9,1510.5,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19850,PE,0,0,0,1702.3,1542.4,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19900,PE,0,0,0,1728.95,1574.65,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,19950,PE,0,0,0,1755.8,1607.2,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20000,PE,1215.15,1272.1,1150,1272.1,1272.1,3,79.54,1000,125,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20050,PE,0,0,0,1810.15,1673.3,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20100,PE,0,0,0,1837.7,1706.85,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20150,PE,0,0,0,1865.4,1740.65,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20200,PE,0,0,0,1893.35,1774.8,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20250,PE,0,0,0,1921.5,1809.3,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20300,PE,0,0,0,1949.9,1844.05,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20350,PE,0,0,0,1978.45,1879.1,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20400,PE,0,0,0,2007.25,1914.5,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20450,PE,0,0,0,2036.25,1950.15,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20500,PE,1750.6,1750.6,1670,1670,1670,2,55.52,1125,125,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20550,PE,0,0,0,1983.3,2022.35,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20600,PE,0,0,0,1927.55,2058.85,0,0,0,0,28-AUG-2015,
OPTSTK,EICHERMOT,24-Sep-2015,20650,PE,0,0,0,1676.1,2095.65,0,0,0,0,28-AUG-2015,
